"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77401,77.0,percent,74.3,79.7,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,49.6,percent,47.4,51.8,27911,,26524,29298,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,49.6,percent,47.4,51.8,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,48.3,percent,45.8,50.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,47.4,percent,45.5,49.3,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,47.2,percent,44.5,49.9,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,45.4,percent,42.9,47.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,45.1,percent,42.7,47.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,43.7,percent,41.6,45.8,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77429,43.6,percent,41.2,46.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,47.7,percent,45.5,49.9,26014,,24680,27348,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,48.6,percent,46.0,51.2,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,47.3,percent,45.2,49.4,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,46.7,percent,44.5,48.9,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,46.1,percent,43.7,48.5,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,45.5,percent,43.1,47.9,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,43.2,percent,40.9,45.5,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,42.0,percent,39.8,44.2,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77433,41.9,percent,39.4,44.4,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,19.5,percent,16.0,23.0,1923,,1564,2282,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,16.9,percent,13.8,20.0,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,16.9,percent,13.0,20.8,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,15.1,percent,11.5,18.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,13.8,percent,10.8,16.8,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,13.4,percent,10.1,16.7,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,14.3,percent,10.8,17.8,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,14.6,percent,11.6,17.6,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77447,17.1,percent,13.5,20.7,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,27.5,percent,25.7,29.3,21224,,19688,22760,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,27.9,percent,25.9,29.9,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,25.8,percent,24.0,27.6,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,25.0,percent,23.0,27.0,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,23.4,percent,21.7,25.1,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,22.7,percent,20.9,24.5,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,22.2,percent,20.5,23.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,21.8,percent,20.1,23.5,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77449,22.1,percent,20.6,23.6,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,53.3,percent,51.0,55.6,25566,,24480,26652,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.2,percent,49.9,54.5,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.5,percent,50.3,54.7,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.5,percent,50.4,54.6,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.2,percent,49.7,54.7,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.8,percent,50.6,55.0,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,52.8,percent,50.7,54.9,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,51.9,percent,49.4,54.4,,,,,No,2008-2012,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77450,51.8,percent,49.6,54.0,,,,,No,2007-2011,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,32.7,percent,29.7,35.7,7645,,6851,8439,No,2015-2019,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,31.9,percent,29.1,34.7,,,,,No,2014-2018,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,30.1,percent,26.9,33.3,,,,,No,2013-2017,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,29.0,percent,26.3,31.7,,,,,No,2012-2016,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,29.6,percent,26.2,33.0,,,,,No,2011-2015,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,28.1,percent,25.0,31.2,,,,,No,2010-2014,"American Community Survey",,,,,,,,,,,,,,
"People 25+ with a Bachelor's Degree or Higher","This indicator shows the percentage of people aged 25 years and over who have earned a bachelor's degree or higher.","Zip Code",77493,26.9,percent,23.5,30.3,,,,,No,2009-2013,"American Community Survey",,,,,,,,,,,,,,
